id,Provider.ID,Hospital.Name,Location,Measure.Response.OP_17,Measure.Response.SM_PART_NURSE,Measure.Response.OP_25,Measure.Response.SM_PART_STROKE,Measure.Response.SM_PART_CARD,Measure.Response.OP_12,Measure.Response.SM_PART_GEN_SURG,Measure.Response.ACS_REGISTRY,DRG.Definition,Provider.Name,Provider.Street.Address,Provider.City,Provider.State,Provider.Zip.Code,Hospital.Referral.Region.Description,Total.Discharges,Average.Covered.Charges,Average.Total.Payments,Average.Medicare.Payments
3163,110107,MEDICAL CENTER OF CENTRAL GEORGIA,"777 HEMLOCK STREET
MACON, GA 31201
(32.83272267900003, -83.63568430499998)",Yes,Y,Yes,Y,Y,Yes,Y,Y,253 - OTHER VASCULAR PROCEDURES W CC,MEDICAL CENTER OF CENTRAL GEORGIA,777 HEMLOCK STREET,MACON,GA,31201,GA - Macon,89,"$60,434.28 ","$17,615.86 ","$15,869.31 "
3168,110107,MEDICAL CENTER OF CENTRAL GEORGIA,"777 HEMLOCK STREET
MACON, GA 31201
(32.83272267900003, -83.63568430499998)",Yes,Y,Yes,Y,Y,Yes,Y,Y,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,MEDICAL CENTER OF CENTRAL GEORGIA,777 HEMLOCK STREET,MACON,GA,31201,GA - Macon,68,"$52,754.16 ","$18,451.27 ","$17,624.10 "
3170,110107,MEDICAL CENTER OF CENTRAL GEORGIA,"777 HEMLOCK STREET
MACON, GA 31201
(32.83272267900003, -83.63568430499998)",Yes,Y,Yes,Y,Y,Yes,Y,Y,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,MEDICAL CENTER OF CENTRAL GEORGIA,777 HEMLOCK STREET,MACON,GA,31201,GA - Macon,77,"$74,962.24 ","$22,828.15 ","$21,144.49 "
3188,110107,MEDICAL CENTER OF CENTRAL GEORGIA,"777 HEMLOCK STREET
MACON, GA 31201
(32.83272267900003, -83.63568430499998)",Yes,Y,Yes,Y,Y,Yes,Y,Y,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,MEDICAL CENTER OF CENTRAL GEORGIA,777 HEMLOCK STREET,MACON,GA,31201,GA - Macon,18,"$36,200.16 ","$12,596.38 ","$9,657.27 "
3192,110107,MEDICAL CENTER OF CENTRAL GEORGIA,"777 HEMLOCK STREET
MACON, GA 31201
(32.83272267900003, -83.63568430499998)",Yes,Y,Yes,Y,Y,Yes,Y,Y,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,MEDICAL CENTER OF CENTRAL GEORGIA,777 HEMLOCK STREET,MACON,GA,31201,GA - Macon,359,"$52,834.92 ","$14,071.83 ","$11,697.98 "
3200,110107,MEDICAL CENTER OF CENTRAL GEORGIA,"777 HEMLOCK STREET
MACON, GA 31201
(32.83272267900003, -83.63568430499998)",Yes,Y,Yes,Y,Y,Yes,Y,Y,252 - OTHER VASCULAR PROCEDURES W MCC,MEDICAL CENTER OF CENTRAL GEORGIA,777 HEMLOCK STREET,MACON,GA,31201,GA - Macon,109,"$67,834.87 ","$21,604.77 ","$20,960.11 "
3205,110107,MEDICAL CENTER OF CENTRAL GEORGIA,"777 HEMLOCK STREET
MACON, GA 31201
(32.83272267900003, -83.63568430499998)",Yes,Y,Yes,Y,Y,Yes,Y,Y,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,MEDICAL CENTER OF CENTRAL GEORGIA,777 HEMLOCK STREET,MACON,GA,31201,GA - Macon,120,"$48,136.43 ","$13,019.81 ","$10,383.15 "
3227,110107,MEDICAL CENTER OF CENTRAL GEORGIA,"777 HEMLOCK STREET
MACON, GA 31201
(32.83272267900003, -83.63568430499998)",Yes,Y,Yes,Y,Y,Yes,Y,Y,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,MEDICAL CENTER OF CENTRAL GEORGIA,777 HEMLOCK STREET,MACON,GA,31201,GA - Macon,43,"$45,023.02 ","$17,917.88 ","$16,304.51 "
3238,110107,MEDICAL CENTER OF CENTRAL GEORGIA,"777 HEMLOCK STREET
MACON, GA 31201
(32.83272267900003, -83.63568430499998)",Yes,Y,Yes,Y,Y,Yes,Y,Y,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,MEDICAL CENTER OF CENTRAL GEORGIA,777 HEMLOCK STREET,MACON,GA,31201,GA - Macon,85,"$83,644.60 ","$23,010.51 ","$19,762.21 "
3240,110107,MEDICAL CENTER OF CENTRAL GEORGIA,"777 HEMLOCK STREET
MACON, GA 31201
(32.83272267900003, -83.63568430499998)",Yes,Y,Yes,Y,Y,Yes,Y,Y,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,MEDICAL CENTER OF CENTRAL GEORGIA,777 HEMLOCK STREET,MACON,GA,31201,GA - Macon,51,"$48,072.90 ","$12,271.60 ","$11,005.68 "
3242,110107,MEDICAL CENTER OF CENTRAL GEORGIA,"777 HEMLOCK STREET
MACON, GA 31201
(32.83272267900003, -83.63568430499998)",Yes,Y,Yes,Y,Y,Yes,Y,Y,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,MEDICAL CENTER OF CENTRAL GEORGIA,777 HEMLOCK STREET,MACON,GA,31201,GA - Macon,36,"$136,133.63 ","$44,737.69 ","$43,189.63 "
3247,110107,MEDICAL CENTER OF CENTRAL GEORGIA,"777 HEMLOCK STREET
MACON, GA 31201
(32.83272267900003, -83.63568430499998)",Yes,Y,Yes,Y,Y,Yes,Y,Y,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,MEDICAL CENTER OF CENTRAL GEORGIA,777 HEMLOCK STREET,MACON,GA,31201,GA - Macon,30,"$37,505.13 ","$14,106.50 ","$12,626.46 "
3250,110107,MEDICAL CENTER OF CENTRAL GEORGIA,"777 HEMLOCK STREET
MACON, GA 31201
(32.83272267900003, -83.63568430499998)",Yes,Y,Yes,Y,Y,Yes,Y,Y,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,MEDICAL CENTER OF CENTRAL GEORGIA,777 HEMLOCK STREET,MACON,GA,31201,GA - Macon,33,"$35,630.96 ","$11,764.06 ","$9,936.93 "
3302,110115,ATLANTA MEDICAL CENTER,"303 PARKWAY DR NE
ATLANTA, GA 30312
(33.76270799300005, -84.37416000699994)",Yes,Y,Yes,Y,Y,Yes,N,NA,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,ATLANTA MEDICAL CENTER,303 PARKWAY DR NE,ATLANTA,GA,30312,GA - Atlanta,12,"$168,029.91 ","$24,036.25 ","$22,812.58 "
3313,110115,ATLANTA MEDICAL CENTER,"303 PARKWAY DR NE
ATLANTA, GA 30312
(33.76270799300005, -84.37416000699994)",Yes,Y,Yes,Y,Y,Yes,N,NA,252 - OTHER VASCULAR PROCEDURES W MCC,ATLANTA MEDICAL CENTER,303 PARKWAY DR NE,ATLANTA,GA,30312,GA - Atlanta,21,"$83,721.71 ","$23,796.00 ","$22,876.80 "
3345,110122,SOUTH GEORGIA MEDICAL CENTER,"2501 NORTH PATTERSON STREET, PO BOX 1727
VALDOSTA, GA 31603
(30.861053129000027, -83.28886503699994)",Yes,Y,Yes,Y,Y,Yes,N,NA,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,SOUTH GEORGIA MEDICAL CENTER,"2501 NORTH PATTERSON STREET, PO BOX 1727",VALDOSTA,GA,31603,FL - Tallahassee,62,"$44,154.77 ","$12,808.79 ","$10,312.93 "
3347,110122,SOUTH GEORGIA MEDICAL CENTER,"2501 NORTH PATTERSON STREET, PO BOX 1727
VALDOSTA, GA 31603
(30.861053129000027, -83.28886503699994)",Yes,Y,Yes,Y,Y,Yes,N,NA,252 - OTHER VASCULAR PROCEDURES W MCC,SOUTH GEORGIA MEDICAL CENTER,"2501 NORTH PATTERSON STREET, PO BOX 1727",VALDOSTA,GA,31603,FL - Tallahassee,17,"$55,116.00 ","$20,512.29 ","$19,624.58 "
3351,110122,SOUTH GEORGIA MEDICAL CENTER,"2501 NORTH PATTERSON STREET, PO BOX 1727
VALDOSTA, GA 31603
(30.861053129000027, -83.28886503699994)",Yes,Y,Yes,Y,Y,Yes,N,NA,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,SOUTH GEORGIA MEDICAL CENTER,"2501 NORTH PATTERSON STREET, PO BOX 1727",VALDOSTA,GA,31603,FL - Tallahassee,13,"$18,335.30 ","$6,919.53 ","$5,802.15 "
3357,110122,SOUTH GEORGIA MEDICAL CENTER,"2501 NORTH PATTERSON STREET, PO BOX 1727
VALDOSTA, GA 31603
(30.861053129000027, -83.28886503699994)",Yes,Y,Yes,Y,Y,Yes,N,NA,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,SOUTH GEORGIA MEDICAL CENTER,"2501 NORTH PATTERSON STREET, PO BOX 1727",VALDOSTA,GA,31603,FL - Tallahassee,23,"$44,272.73 ","$16,641.43 ","$14,708.52 "
3376,110122,SOUTH GEORGIA MEDICAL CENTER,"2501 NORTH PATTERSON STREET, PO BOX 1727
VALDOSTA, GA 31603
(30.861053129000027, -83.28886503699994)",Yes,Y,Yes,Y,Y,Yes,N,NA,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,SOUTH GEORGIA MEDICAL CENTER,"2501 NORTH PATTERSON STREET, PO BOX 1727",VALDOSTA,GA,31603,FL - Tallahassee,16,"$44,529.31 ","$10,493.87 ","$9,723.62 "
3384,110122,SOUTH GEORGIA MEDICAL CENTER,"2501 NORTH PATTERSON STREET, PO BOX 1727
VALDOSTA, GA 31603
(30.861053129000027, -83.28886503699994)",Yes,Y,Yes,Y,Y,Yes,N,NA,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,SOUTH GEORGIA MEDICAL CENTER,"2501 NORTH PATTERSON STREET, PO BOX 1727",VALDOSTA,GA,31603,FL - Tallahassee,36,"$61,517.69 ","$20,023.86 ","$19,227.58 "
3387,110122,SOUTH GEORGIA MEDICAL CENTER,"2501 NORTH PATTERSON STREET, PO BOX 1727
VALDOSTA, GA 31603
(30.861053129000027, -83.28886503699994)",Yes,Y,Yes,Y,Y,Yes,N,NA,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,SOUTH GEORGIA MEDICAL CENTER,"2501 NORTH PATTERSON STREET, PO BOX 1727",VALDOSTA,GA,31603,FL - Tallahassee,21,"$69,407.33 ","$31,161.28 ","$30,110.61 "
3395,110122,SOUTH GEORGIA MEDICAL CENTER,"2501 NORTH PATTERSON STREET, PO BOX 1727
VALDOSTA, GA 31603
(30.861053129000027, -83.28886503699994)",Yes,Y,Yes,Y,Y,Yes,N,NA,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,SOUTH GEORGIA MEDICAL CENTER,"2501 NORTH PATTERSON STREET, PO BOX 1727",VALDOSTA,GA,31603,FL - Tallahassee,16,"$35,396.18 ","$15,662.06 ","$14,715.62 "
3415,110122,SOUTH GEORGIA MEDICAL CENTER,"2501 NORTH PATTERSON STREET, PO BOX 1727
VALDOSTA, GA 31603
(30.861053129000027, -83.28886503699994)",Yes,Y,Yes,Y,Y,Yes,N,NA,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,SOUTH GEORGIA MEDICAL CENTER,"2501 NORTH PATTERSON STREET, PO BOX 1727",VALDOSTA,GA,31603,FL - Tallahassee,21,"$32,649.66 ","$11,228.33 ","$8,238.47 "
3474,110125,FAIRVIEW PARK HOSPITAL,"200 INDUSTRIAL BOULEVARD
DUBLIN, GA 31021
(32.53326843900004, -82.94933886999996)",Yes,N,Yes,Y,Does not have a Cardiac Surgery Program,Yes,N,NA,253 - OTHER VASCULAR PROCEDURES W CC,FAIRVIEW PARK HOSPITAL,200 INDUSTRIAL BOULEVARD,DUBLIN,GA,31021,GA - Macon,12,"$57,152.08 ","$16,281.66 ","$15,432.66 "
3482,110125,FAIRVIEW PARK HOSPITAL,"200 INDUSTRIAL BOULEVARD
DUBLIN, GA 31021
(32.53326843900004, -82.94933886999996)",Yes,N,Yes,Y,Does not have a Cardiac Surgery Program,Yes,N,NA,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,FAIRVIEW PARK HOSPITAL,200 INDUSTRIAL BOULEVARD,DUBLIN,GA,31021,GA - Macon,62,"$76,560.08 ","$15,454.00 ","$11,381.69 "
3493,110125,FAIRVIEW PARK HOSPITAL,"200 INDUSTRIAL BOULEVARD
DUBLIN, GA 31021
(32.53326843900004, -82.94933886999996)",Yes,N,Yes,Y,Does not have a Cardiac Surgery Program,Yes,N,NA,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,FAIRVIEW PARK HOSPITAL,200 INDUSTRIAL BOULEVARD,DUBLIN,GA,31021,GA - Macon,11,"$55,025.36 ","$10,969.00 ","$10,351.54 "
3524,110128,MEADOWS REGIONAL MEDICAL CENTER,"ONE MEADOWS PARKWAY
VIDALIA, GA 30474
(32.208106136000026, -82.37758284899996)",No,N,Yes,Y,Does not have a Cardiac Surgery Program,Yes,N,NA,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,MEADOWS REGIONAL MEDICAL CENTER,ONE MEADOWS PARKWAY,VIDALIA,GA,30474,GA - Savannah,19,"$60,564.36 ","$13,841.84 ","$8,648.21 "
3556,110129,"ST FRANCIS HOSPITAL, INC","2122 MANCHESTER EXPRESSWAY
COLUMBUS, GA 31995
(32.506894239000076, -84.96115730299994)",Yes,Y,Yes,Y,Y,Yes,N,NA,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,"ST FRANCIS HOSPITAL, INC",2122 MANCHESTER EXPRESSWAY,COLUMBUS,GA,31995,GA - Columbus,23,"$42,784.47 ","$14,372.26 ","$13,438.52 "
3564,110129,"ST FRANCIS HOSPITAL, INC","2122 MANCHESTER EXPRESSWAY
COLUMBUS, GA 31995
(32.506894239000076, -84.96115730299994)",Yes,Y,Yes,Y,Y,Yes,N,NA,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,"ST FRANCIS HOSPITAL, INC",2122 MANCHESTER EXPRESSWAY,COLUMBUS,GA,31995,GA - Columbus,63,"$51,272.46 ","$10,856.26 ","$9,302.74 "
3570,110129,"ST FRANCIS HOSPITAL, INC","2122 MANCHESTER EXPRESSWAY
COLUMBUS, GA 31995
(32.506894239000076, -84.96115730299994)",Yes,Y,Yes,Y,Y,Yes,N,NA,253 - OTHER VASCULAR PROCEDURES W CC,"ST FRANCIS HOSPITAL, INC",2122 MANCHESTER EXPRESSWAY,COLUMBUS,GA,31995,GA - Columbus,17,"$38,903.11 ","$13,073.23 ","$11,465.52 "
3588,110129,"ST FRANCIS HOSPITAL, INC","2122 MANCHESTER EXPRESSWAY
COLUMBUS, GA 31995
(32.506894239000076, -84.96115730299994)",Yes,Y,Yes,Y,Y,Yes,N,NA,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,"ST FRANCIS HOSPITAL, INC",2122 MANCHESTER EXPRESSWAY,COLUMBUS,GA,31995,GA - Columbus,38,"$69,263.71 ","$17,320.76 ","$13,980.81 "
3590,110129,"ST FRANCIS HOSPITAL, INC","2122 MANCHESTER EXPRESSWAY
COLUMBUS, GA 31995
(32.506894239000076, -84.96115730299994)",Yes,Y,Yes,Y,Y,Yes,N,NA,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,"ST FRANCIS HOSPITAL, INC",2122 MANCHESTER EXPRESSWAY,COLUMBUS,GA,31995,GA - Columbus,12,"$31,721.75 ","$9,212.66 ","$8,088.66 "
3610,110129,"ST FRANCIS HOSPITAL, INC","2122 MANCHESTER EXPRESSWAY
COLUMBUS, GA 31995
(32.506894239000076, -84.96115730299994)",Yes,Y,Yes,Y,Y,Yes,N,NA,252 - OTHER VASCULAR PROCEDURES W MCC,"ST FRANCIS HOSPITAL, INC",2122 MANCHESTER EXPRESSWAY,COLUMBUS,GA,31995,GA - Columbus,58,"$30,219.12 ","$16,122.58 ","$15,301.37 "
3611,110129,"ST FRANCIS HOSPITAL, INC","2122 MANCHESTER EXPRESSWAY
COLUMBUS, GA 31995
(32.506894239000076, -84.96115730299994)",Yes,Y,Yes,Y,Y,Yes,N,NA,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,"ST FRANCIS HOSPITAL, INC",2122 MANCHESTER EXPRESSWAY,COLUMBUS,GA,31995,GA - Columbus,12,"$45,209.33 ","$9,614.66 ","$8,579.66 "
3613,110129,"ST FRANCIS HOSPITAL, INC","2122 MANCHESTER EXPRESSWAY
COLUMBUS, GA 31995
(32.506894239000076, -84.96115730299994)",Yes,Y,Yes,Y,Y,Yes,N,NA,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,"ST FRANCIS HOSPITAL, INC",2122 MANCHESTER EXPRESSWAY,COLUMBUS,GA,31995,GA - Columbus,27,"$73,123.62 ","$26,485.14 ","$25,817.88 "
3619,110129,"ST FRANCIS HOSPITAL, INC","2122 MANCHESTER EXPRESSWAY
COLUMBUS, GA 31995
(32.506894239000076, -84.96115730299994)",Yes,Y,Yes,Y,Y,Yes,N,NA,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,"ST FRANCIS HOSPITAL, INC",2122 MANCHESTER EXPRESSWAY,COLUMBUS,GA,31995,GA - Columbus,17,"$40,529.88 ","$11,120.94 ","$9,567.58 "
3620,110129,"ST FRANCIS HOSPITAL, INC","2122 MANCHESTER EXPRESSWAY
COLUMBUS, GA 31995
(32.506894239000076, -84.96115730299994)",Yes,Y,Yes,Y,Y,Yes,N,NA,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,"ST FRANCIS HOSPITAL, INC",2122 MANCHESTER EXPRESSWAY,COLUMBUS,GA,31995,GA - Columbus,48,"$43,909.45 ","$14,166.68 ","$11,774.04 "
3626,110129,"ST FRANCIS HOSPITAL, INC","2122 MANCHESTER EXPRESSWAY
COLUMBUS, GA 31995
(32.506894239000076, -84.96115730299994)",Yes,Y,Yes,Y,Y,Yes,N,NA,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,"ST FRANCIS HOSPITAL, INC",2122 MANCHESTER EXPRESSWAY,COLUMBUS,GA,31995,GA - Columbus,30,"$48,888.00 ","$16,562.50 ","$15,261.53 "
3693,110143,WELLSTAR COBB HOSPITAL,"3950 AUSTELL RD
AUSTELL, GA 30106
(33.85609313000003, -84.60196778999995)",No,Y,Yes,Y,Does not have a Cardiac Surgery Program,No,Y,Y,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,WELLSTAR COBB HOSPITAL,3950 AUSTELL RD,AUSTELL,GA,30106,GA - Atlanta,12,"$26,433.83 ","$8,152.33 ","$4,315.33 "
3697,110143,WELLSTAR COBB HOSPITAL,"3950 AUSTELL RD
AUSTELL, GA 30106
(33.85609313000003, -84.60196778999995)",No,Y,Yes,Y,Does not have a Cardiac Surgery Program,No,Y,Y,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,WELLSTAR COBB HOSPITAL,3950 AUSTELL RD,AUSTELL,GA,30106,GA - Atlanta,13,"$45,720.61 ","$11,446.07 ","$10,669.76 "
3705,110143,WELLSTAR COBB HOSPITAL,"3950 AUSTELL RD
AUSTELL, GA 30106
(33.85609313000003, -84.60196778999995)",No,Y,Yes,Y,Does not have a Cardiac Surgery Program,No,Y,Y,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,WELLSTAR COBB HOSPITAL,3950 AUSTELL RD,AUSTELL,GA,30106,GA - Atlanta,74,"$46,431.06 ","$13,448.89 ","$10,873.75 "
3707,110143,WELLSTAR COBB HOSPITAL,"3950 AUSTELL RD
AUSTELL, GA 30106
(33.85609313000003, -84.60196778999995)",No,Y,Yes,Y,Does not have a Cardiac Surgery Program,No,Y,Y,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,WELLSTAR COBB HOSPITAL,3950 AUSTELL RD,AUSTELL,GA,30106,GA - Atlanta,23,"$86,973.86 ","$23,207.26 ","$19,013.34 "
3711,110143,WELLSTAR COBB HOSPITAL,"3950 AUSTELL RD
AUSTELL, GA 30106
(33.85609313000003, -84.60196778999995)",No,Y,Yes,Y,Does not have a Cardiac Surgery Program,No,Y,Y,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,WELLSTAR COBB HOSPITAL,3950 AUSTELL RD,AUSTELL,GA,30106,GA - Atlanta,34,"$41,915.97 ","$13,964.67 ","$11,107.47 "
3713,110143,WELLSTAR COBB HOSPITAL,"3950 AUSTELL RD
AUSTELL, GA 30106
(33.85609313000003, -84.60196778999995)",No,Y,Yes,Y,Does not have a Cardiac Surgery Program,No,Y,Y,252 - OTHER VASCULAR PROCEDURES W MCC,WELLSTAR COBB HOSPITAL,3950 AUSTELL RD,AUSTELL,GA,30106,GA - Atlanta,57,"$65,366.07 ","$20,125.45 ","$18,522.45 "
3715,110143,WELLSTAR COBB HOSPITAL,"3950 AUSTELL RD
AUSTELL, GA 30106
(33.85609313000003, -84.60196778999995)",No,Y,Yes,Y,Does not have a Cardiac Surgery Program,No,Y,Y,253 - OTHER VASCULAR PROCEDURES W CC,WELLSTAR COBB HOSPITAL,3950 AUSTELL RD,AUSTELL,GA,30106,GA - Atlanta,25,"$70,309.88 ","$16,100.88 ","$14,049.88 "
3720,110143,WELLSTAR COBB HOSPITAL,"3950 AUSTELL RD
AUSTELL, GA 30106
(33.85609313000003, -84.60196778999995)",No,Y,Yes,Y,Does not have a Cardiac Surgery Program,No,Y,Y,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,WELLSTAR COBB HOSPITAL,3950 AUSTELL RD,AUSTELL,GA,30106,GA - Atlanta,17,"$53,386.41 ","$18,033.11 ","$14,380.41 "
3724,110143,WELLSTAR COBB HOSPITAL,"3950 AUSTELL RD
AUSTELL, GA 30106
(33.85609313000003, -84.60196778999995)",No,Y,Yes,Y,Does not have a Cardiac Surgery Program,No,Y,Y,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,WELLSTAR COBB HOSPITAL,3950 AUSTELL RD,AUSTELL,GA,30106,GA - Atlanta,14,"$39,970.07 ","$10,346.57 ","$9,466.28 "
3728,110143,WELLSTAR COBB HOSPITAL,"3950 AUSTELL RD
AUSTELL, GA 30106
(33.85609313000003, -84.60196778999995)",No,Y,Yes,Y,Does not have a Cardiac Surgery Program,No,Y,Y,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,WELLSTAR COBB HOSPITAL,3950 AUSTELL RD,AUSTELL,GA,30106,GA - Atlanta,36,"$43,973.88 ","$17,629.88 ","$13,578.91 "
3737,110143,WELLSTAR COBB HOSPITAL,"3950 AUSTELL RD
AUSTELL, GA 30106
(33.85609313000003, -84.60196778999995)",No,Y,Yes,Y,Does not have a Cardiac Surgery Program,No,Y,Y,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,WELLSTAR COBB HOSPITAL,3950 AUSTELL RD,AUSTELL,GA,30106,GA - Atlanta,41,"$124,952.73 ","$38,430.21 ","$35,716.60 "
3742,110143,WELLSTAR COBB HOSPITAL,"3950 AUSTELL RD
AUSTELL, GA 30106
(33.85609313000003, -84.60196778999995)",No,Y,Yes,Y,Does not have a Cardiac Surgery Program,No,Y,Y,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,WELLSTAR COBB HOSPITAL,3950 AUSTELL RD,AUSTELL,GA,30106,GA - Atlanta,43,"$45,158.74 ","$11,636.09 ","$9,883.34 "
3753,110143,WELLSTAR COBB HOSPITAL,"3950 AUSTELL RD
AUSTELL, GA 30106
(33.85609313000003, -84.60196778999995)",No,Y,Yes,Y,Does not have a Cardiac Surgery Program,No,Y,Y,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,WELLSTAR COBB HOSPITAL,3950 AUSTELL RD,AUSTELL,GA,30106,GA - Atlanta,22,"$40,906.90 ","$11,482.77 ","$8,978.27 "
3771,110143,WELLSTAR COBB HOSPITAL,"3950 AUSTELL RD
AUSTELL, GA 30106
(33.85609313000003, -84.60196778999995)",No,Y,Yes,Y,Does not have a Cardiac Surgery Program,No,Y,Y,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,WELLSTAR COBB HOSPITAL,3950 AUSTELL RD,AUSTELL,GA,30106,GA - Atlanta,24,"$68,508.16 ","$18,723.50 ","$17,832.66 "
3809,110150,OCONEE REGIONAL MEDICAL CENTER,"821 N COBB STREET POST OFFICE BOX 690
MILLEDGEVILLE, GA 31061
(33.08936655600007, -83.24804142799996)",Yes,N,Yes,N,Does not have a Cardiac Surgery Program,Yes,N,NA,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,OCONEE REGIONAL MEDICAL CENTER,821 N COBB STREET  POST OFFICE BOX 690,MILLEDGEVILLE,GA,31061,GA - Macon,11,"$64,955.00 ","$16,773.36 ","$15,950.09 "
3845,110161,NORTHSIDE HOSPITAL,"1000 JOHNSON FERRY ROAD, NE
ATLANTA, GA 30342
(33.90790024200004, -84.35480907099998)",No,Y,Yes,Y,Does not have a Cardiac Surgery Program,No,N,NA,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,NORTHSIDE HOSPITAL,"1000 JOHNSON FERRY ROAD, NE",ATLANTA,GA,30342,GA - Atlanta,11,"$71,843.18 ","$17,567.81 ","$7,553.81 "
3858,110161,NORTHSIDE HOSPITAL,"1000 JOHNSON FERRY ROAD, NE
ATLANTA, GA 30342
(33.90790024200004, -84.35480907099998)",No,Y,Yes,Y,Does not have a Cardiac Surgery Program,No,N,NA,252 - OTHER VASCULAR PROCEDURES W MCC,NORTHSIDE HOSPITAL,"1000 JOHNSON FERRY ROAD, NE",ATLANTA,GA,30342,GA - Atlanta,11,"$64,789.81 ","$18,183.27 ","$15,315.90 "
3872,110161,NORTHSIDE HOSPITAL,"1000 JOHNSON FERRY ROAD, NE
ATLANTA, GA 30342
(33.90790024200004, -84.35480907099998)",No,Y,Yes,Y,Does not have a Cardiac Surgery Program,No,N,NA,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,NORTHSIDE HOSPITAL,"1000 JOHNSON FERRY ROAD, NE",ATLANTA,GA,30342,GA - Atlanta,17,"$183,818.29 ","$47,729.47 ","$41,583.58 "
3876,110161,NORTHSIDE HOSPITAL,"1000 JOHNSON FERRY ROAD, NE
ATLANTA, GA 30342
(33.90790024200004, -84.35480907099998)",No,Y,Yes,Y,Does not have a Cardiac Surgery Program,No,N,NA,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,NORTHSIDE HOSPITAL,"1000 JOHNSON FERRY ROAD, NE",ATLANTA,GA,30342,GA - Atlanta,29,"$59,119.27 ","$16,751.51 ","$12,748.06 "
3892,110164,COLISEUM MEDICAL CENTERS,"350 HOSPITAL DRIVE
MACON, GA 31217
(32.84579837900003, -83.61879732099999)",Yes,N,Yes,Y,Y,Yes,N,NA,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,COLISEUM MEDICAL CENTER,350 HOSPITAL DRIVE,MACON,GA,31217,GA - Macon,99,"$58,952.49 ","$12,889.81 ","$10,448.92 "
